ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Units Available,Price,Price (English),Flooring Type,Covered Area,Project Name,sqft Price ,Carpet Area,Area Name,Property Uniqueness,Unit of Carpet Area,Ownership Type,furnished Type,Bathroom,Parking,Facing,Amenities Facing,Transaction Type,Type of Property,City,bedroom,floors,Luxury Flat,Carpet Area Unit,isPrimeLocationProperty,Property,isLuxuryServiceProvided,Property Lifespan,balconies,NRI Pref,Land Area / Covered Area,Land Area Unit
12601,Ready to Move,NA,7,N,M. S. Developers,NA,3700000,37 Lac,NA,750,Vrindavan Shrushti,4933,493,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,14,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,1,NA,NA,NA
12600,Ready to Move,NA,1,N,Haware Engineers & Builders Pvt Ltd,NA,3200000,32 Lac,NA,603,Haware Pinnacle,5307,NA,Kalyan West,Newly Constructed Property,Sq-ft,NA,Unfurnished,1,NA,NA,NA,New Property,Apartment,Thane,1,4,F,NA,Y,1 BHK Flat,0,New Construction,2,NA,NA,NA
12599,Under Construction,Jul '25,NA,Y,Tycoons Group,NA,4499000,45 Lac,NA,NA,Tycoons Square,NA,421,Kalyan West,NA,NA,NA,Unfurnished,2,1 Covered,NA,NA,New Property,Apartment,Thane,1,NA,F,Sq-ft,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
12598,Ready to Move,NA,1,N,Raunak Group,NA,4300000,43 Lac,NA,640,Raunak City Sector 4,6719,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,22,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
12597,Ready to Move,NA,1,N,Nirmal Lifestyle Ltd.,NA,3451500,34.5 Lac,NA,585,Lifestyle City,5900,455,Kalyan West,Newly Constructed Property,Sq-ft,NA,Semi-Furnished,2,"1 Covered, 1 Open",NA,NA,New Property,Apartment,Thane,1,15,F,Sq-ft,Y,1 BHK Flat,0,New Construction,1,NA,NA,NA
12596,Ready to Move,NA,5,Y,Raunak Group,NA,4050000,40.5 Lac,NA,624,Raunak City 3,6490,NA,Kalyan West,East Facing Property,Sq-ft,NA,Semi-Furnished,1,NA,East,NA,Resale,Apartment,Thane,1,7,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
12595,Ready to Move,NA,17,Y,NA,0,7400000,74 Lac,Vitrified,980,Yogi Dham Phase III,7551,685,Kalyan West,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,West,Garden/Park,Resale,Apartment,Thane,2,19,F,Sq-ft,N,2 BHK Flat,0,New Construction,1,Y,NA,NA
12594,Ready to Move,NA,1,Y,NA,0,4800000,48 Lac,"Vitrified,Ceramic Tiles",1080,NA,4444,709,Kalyan West,East Facing Property,Sq-ft,Co-operative Society,Unfurnished,2,NA,East,"Garden/Park, Pool",Resale,Apartment,Thane,2,27,F,Sq-ft,N,2 BHK Flat,0,5 to 10 years,1,Y,NA,NA
12593,Under Construction,Jun '24,15,Y,Godrej Properties,NA,4700000,47 Lac,Vitrified,NA,Godrej Nirvaan,NA,461,Kalyan West,NA,NA,Freehold,Unfurnished,1,1 Covered,East,"Garden/Park, Pool",New Property,Apartment,Thane,1,26,F,Sq-ft,Y,1 BHK Flat,0,NA,1,NA,NA,NA
12592,Ready to Move,NA,3,Y,TATA Housing Development Company Ltd.,2,7999992,80 Lac,Vitrified,1332,Tata Amantra,6006,853,Kalyan West,Newly Constructed Property,Sq-ft,Freehold,Unfurnished,3,1 Open,North - East,"Garden/Park, Pool, Main Road",New Property,Apartment,Thane,3,29,F,Sq-ft,Y,3 BHK Flat,0,New Construction,1,Y,NA,NA
12591,Ready to Move,NA,4,N,NA,NA,4700000,47 Lac,NA,835,NA,5629,NA,Kalyan West,NA,Sq-ft,NA,Unfurnished,2,2 Open,West,NA,Resale,Apartment,Thane,2,6,F,NA,N,2 BHK Flat,0,NA,3,NA,NA,NA
12590,Ready to Move,NA,7,N,Virat Group,NA,3200000,32 Lac,NA,645,Virat Residency,4961,NA,Kalyan West,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,8,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
12589,Ready to Move,NA,1,N,NA,NA,1700000,17 Lac,NA,325,NA,5231,NA,Kalyan West,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,4,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
12588,Ready to Move,NA,5,N,NA,NA,25200000,2.52 Cr,"Vitrified,Ceramic Tiles,Granite",2900,Devdarshan Apartment,8690,2115,Kalyan West,East Facing Property,Sq-ft,Co-operative Society,Furnished,3,NA,East,Main Road,Resale,Apartment,Thane,5,7,F,Sq-ft,N,5 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
12587,Ready to Move,NA,Ground,N,NA,NA,9500000,95 Lac,NA,900,NA,10556,NA,Kalyan West,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Kalyan,2,7,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
12586,Ready to Move,NA,5,N,Madhav Constructions,0,4200000,42 Lac,Granite,418,Madhav Sansar,10048,NA,Kalyan West,NA,Sq-ft,Freehold,Unfurnished,1,NA,South -West,"Pool, Garden/Park, Main Road",Resale,Apartment,Thane,1,7,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
12585,Ready to Move,NA,1,N,NA,NA,4200000,42 Lac,NA,590,NA,7119,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,1,1 Covered,NA,NA,Resale,Builder Floor Apartment,Thane,1,5,F,NA,N,1 BHK Flat,0,NA,1,NA,NA,NA
12584,Ready to Move,NA,1,N,Shankheshwar Group of Companies,NA,4000000,40 Lac,NA,680,Shankheshwar Platinum,5882,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,1,8,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
12583,Ready to Move,NA,7,N,NA,NA,8000000,80 Lac,NA,880,NA,9091,NA,Kalyan West,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,7,F,NA,N,2 BHK Flat,0,10 to 15 years,1,NA,NA,NA
12582,Ready to Move,NA,14,N,NA,NA,10000000,1 Cr,NA,1250,NA,8000,NA,Kalyan West,East Facing Property,Sq-ft,NA,Semi-Furnished,2,NA,East,NA,Resale,Apartment,Kalyan,2,15,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
12581,Ready to Move,NA,5,N,NA,NA,11000000,1.10 Cr,NA,1190,NA,9244,NA,Kalyan West,NA,Sq-ft,NA,Furnished,3,NA,NA,NA,Resale,Apartment,Thane,3,5,F,NA,N,3 BHK Flat,0,5 to 10 years,2,NA,NA,NA
12580,Ready to Move,NA,7,N,NA,NA,6000000,60 Lac,Marble,870,NA,6897,NA,Kalyan West,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,7,F,NA,N,2 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
12579,Ready to Move,NA,1,N,NA,0,5500000,55 Lac,Normal Tiles/Kotah Stone,650,NA,8461,NA,Kalyan West,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,1,NA,East,NA,Resale,Builder Floor Apartment,Thane,2,4,F,NA,N,2 BHK Flat,0,Above 20 years,NA,Y,NA,NA
12578,Under Construction,NA,3,N,Godrej Properties,NA,8200000,82 Lac,NA,595,Godrej Nirvaan,13782,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,21,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
12577,Ready to Move,NA,2,N,NA,NA,2600000,26 Lac,NA,490,NA,5306,NA,Kalyan West,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,5,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
12576,Ready to Move,NA,1,N,NA,0,7200000,72 Lac,Vitrified,985,NA,7309,NA,Kalyan West,NA,Sq-ft,Co-operative Society,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,7,F,NA,N,2 BHK Flat,0,NA,2,NA,NA,NA
12575,Ready to Move,NA,15,N,NA,NA,8500000,85 Lac,NA,1130,NA,7522,NA,Kalyan West,NA,Sq-ft,NA,Furnished,2,2 Covered,NA,NA,Resale,Apartment,Thane,2,24,F,NA,Y,2 BHK Flat,0,Less than 5 years,2,NA,NA,NA
12574,Ready to Move,NA,2,N,NA,NA,7300000,73 Lac,NA,1000,NA,7300,640,Kalyan West,NA,Sq-ft,NA,Furnished,2,1 Open,North,NA,Resale,Apartment,Thane,2,8,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
12573,Ready to Move,NA,16,N,NA,NA,11000000,1.10 Cr,NA,700,NA,15714,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Thane,2,28,F,NA,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
12572,Ready to Move,NA,NA,N,NA,NA,15000000,1.50 Cr,NA,1600,NA,9375,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,2,NA,NA,NA,Resale,Residential House,Thane,2,NA,F,NA,Y,NA,0,NA,NA,NA,NA,NA
12571,Ready to Move,NA,18,N,NA,NA,5600000,56 Lac,NA,695,Yogi Dham Phase III,8058,NA,Kalyan West,NA,Sq-ft,NA,Furnished,2,NA,NA,NA,Resale,Apartment,Thane,1,22,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
12570,Ready to Move,NA,2,N,NA,NA,7200000,72 Lac,NA,1010,NA,7129,NA,Kalyan West,NA,Sq-ft,Co-operative Society,Unfurnished,2,NA,NA,Garden/Park,Resale,Apartment,Thane,2,8,F,NA,Y,2 BHK Flat,0,5 to 10 years,3,NA,NA,NA
12569,Ready to Move,NA,3,N,NA,NA,4000000,40 Lac,NA,490,NA,8163,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,5,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
12568,Ready to Move,NA,15,N,Raunak Group,NA,3700000,37 Lac,NA,577,Raunak City 2,6412,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,15,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
12567,Ready to Move,NA,4,N,Raunak Group,NA,3500000,35 Lac,NA,580,Raunak City 3,6034,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,1,7,F,NA,Y,1 BHK Flat,0,5 to 10 years,2,NA,NA,NA
12566,Ready to Move,NA,20,N,NA,NA,4350000,43.5 Lac,NA,710,NA,6127,506,Kalyan West,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Kalyan,1,20,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,3,NA,NA,NA
12565,Ready to Move,NA,4,N,Shree Vasturachna Developers,NA,2400000,24 Lac,NA,550,Vrundavan,4364,385,Kalyan West,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,4,F,Sq-ft,N,1 BHK Flat,0,Less than 5 years,2,NA,NA,NA
12564,Ready to Move,NA,3,N,Konkanbhoomi Developers,NA,4000000,40 Lac,NA,640,Krishna Regency,6250,475,Kalyan West,NA,Sq-ft,Freehold,Semi-Furnished,1,NA,South - East,Main Road,Resale,Apartment,Thane,1,4,F,Sq-ft,N,1 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
12563,Ready to Move,NA,3,N,NA,NA,6300000,63 Lac,NA,700,NA,9000,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Thane,2,3,F,NA,N,2 BHK Flat,0,Above 20 years,1,NA,NA,NA
12562,Ready to Move,NA,12,N,Charms Group,NA,7500000,75 Lac,NA,990,Charms Heritage,7576,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,2,1 Covered,NA,NA,Resale,Apartment,Thane,2,13,F,NA,N,2 BHK Flat,0,NA,NA,NA,NA,NA
12561,Ready to Move,NA,6,N,Vidhi Developers,NA,3300000,33 Lac,NA,500,Vidhi Complex,6600,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,1,"1 Covered, 1 Open",NA,NA,Resale,Apartment,Thane,1,8,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
12560,Under Construction,Apr '23,3,N,Godrej Properties,1,6800000,68 Lac,NA,NA,Godrej Nirvaan,NA,461,Kalyan West,NA,NA,Freehold,Unfurnished,1,NA,NA,"Garden/Park, Pool",Resale,Apartment,Thane,1,22,F,Sq-ft,N,1 BHK Flat,0,NA,NA,NA,NA,NA
12559,Ready to Move,NA,8,N,TATA Housing Development Company Ltd.,NA,5500000,55 Lac,NA,927,Tata Amantra,5933,NA,Kalyan West,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,2,33,F,NA,N,2 BHK Flat,0,NA,2,NA,NA,NA
12558,Ready to Move,NA,4,N,Tharwani Infrastructures,NA,5500000,55 Lac,NA,600,Rosalie,9167,NA,Kalyan West,NA,Sq-ft,NA,Unfurnished,1,1 Open,NA,NA,Resale,Apartment,Thane,1,14,F,NA,N,1 BHK Flat,0,5 to 10 years,1,NA,NA,NA
12557,Ready to Move,NA,Ground,N,Shree Vasturachna Developers,NA,2700000,27 Lac,NA,430,Vrundavan,6279,NA,Kalyan West,East Facing Property,Sq-ft,NA,Unfurnished,1,NA,East,"Garden/Park, Pool",Resale,Apartment,Thane,1,5,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
12556,Ready to Move,NA,1,N,Haware Engineers & Builders Pvt Ltd,NA,4500000,45 Lac,Vitrified,855,Haware Pinnacle,5263,NA,Kalyan West,NA,Sq-ft,Leasehold,Furnished,2,NA,West,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,2,3,F,NA,N,2 BHK Flat,0,NA,2,NA,NA,NA
12555,Ready to Move,NA,1,N,Royce Developers,NA,4500000,45 Lac,NA,645,Royce Paradise,6977,NA,Kalyan West,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,8,F,NA,N,1 BHK Flat,0,NA,NA,NA,NA,NA
12554,Under Construction,Mar '23,5,N,Godrej Properties,1,7500000,75 Lac,NA,NA,Godrej Nirvaan,NA,675,Bhoiwada,NA,NA,Freehold,Unfurnished,2,1 Open,NA,Garden/Park,Resale,Apartment,Thane,2,22,F,Sq-ft,N,2 BHK Flat,0,NA,2,NA,NA,NA
12553,Ready to Move,NA,9,N,Raunak Group,NA,3800000,38 Lac,NA,607,Raunak City 2,6260,NA,Kalyan West,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,Resale,Apartment,Thane,1,15,F,NA,N,1 BHK Flat,0,5 to 10 years,2,NA,NA,NA
12552,Ready to Move,NA,3,N,Shree Samarth Developers,NA,6500000,65 Lac,NA,950,Niraj City Phase 2,6842,NA,Kalyan West,NA,Sq-ft,NA,Unfurnished,2,1 Open,NA,NA,Resale,Apartment,Thane,2,8,F,NA,N,2 BHK Flat,0,New Construction,2,NA,NA,NA
12551,Ready to Move,NA,1,N,Haware Engineers & Builders Pvt Ltd,NA,2700000,27 Lac,Ceramic Tiles,603,Haware Pinnacle,4478,NA,Kalyan West,East Facing Property,Sq-ft,Freehold,Unfurnished,1,NA,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Thane,1,4,F,NA,N,1 BHK Flat,0,New Construction,1,NA,NA,NA
12550,Ready to Move,NA,18,N,NA,0,6500000,65 Lac,Vitrified,1080,NA,6018,NA,Kalyan West,East Facing Property,Sq-ft,Freehold,Furnished,2,NA,East,Pool,Resale,Apartment,Thane,2,29,F,NA,Y,2 BHK Flat,0,Less than 5 years,1,NA,NA,NA
12549,Ready to Move,NA,6,N,Raunak Group,NA,3400000,34 Lac,NA,580,Raunak City 2,5862,NA,Kalyan West,NA,Sq-ft,NA,Unfurnished,1,NA,North - East,NA,Resale,Apartment,Thane,1,7,F,NA,N,1 BHK Flat,0,Less than 5 years,1,NA,NA,NA
12548,Ready to Move,NA,6,N,OSSK CORP,NA,6900000,69 Lac,Vitrified,950,Sai Sharnam,7263,650,Kalyan West,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,NA,East,"Garden/Park, Main Road",Resale,Apartment,Thane,2,15,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,3,Y,NA,NA
12547,Ready to Move,NA,2,N,TATA Housing Development Company Ltd.,NA,6300000,63 Lac,Marbonite,927,Tata Amantra,6796,NA,Kalyan West,Near natinal highway Mumbai Nashik,Sq-ft,Co-operative Society,Unfurnished,1,NA,North - East,"Garden/Park, Pool",Resale,Apartment,Thane,2,18,F,NA,Y,2 BHK Flat,0,5 to 10 years,1,NA,NA,NA
12546,Ready to Move,NA,4,N,Haware Engineers & Builders Pvt Ltd,1,2000000,20 Lac,Vitrified,NA,Haware Pinnacle,NA,429,Kalyan West,NA,NA,Power Of Attorney,Unfurnished,1,NA,North,"Garden/Park, Pool, Main Road",Resale,Apartment,Thane,1,4,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,1,NA,NA,NA
12545,Ready to Move,NA,15,N,NA,0,13000000,1.30 Cr,Vitrified,1475,NA,8813,885,Kalyan West,NA,Sq-ft,Freehold,Semi-Furnished,3,1 Covered,East,Main Road,Resale,Apartment,Thane,3,23,F,Sq-ft,Y,3 BHK Flat,0,5 to 10 years,2,NA,NA,NA
12544,Ready to Move,Jan '23,4,N,NA,NA,2853100,28.5 Lac,NA,585,NA,4877,383,Kalyan West,NA,Sq-ft,NA,Unfurnished,1,NA,NA,NA,New Property,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,NA,1,NA,NA,NA
12543,Ready to Move,NA,5,N,Raunak Group,NA,3450000,34.5 Lac,NA,550,Raunak City 2,6273,420,Kalyan West,East Facing Property,Sq-ft,Freehold,Unfurnished,2,NA,East,NA,Resale,Apartment,Thane,1,15,F,Sq-ft,Y,1 BHK Flat,0,5 to 10 years,2,NA,NA,NA
12542,Under Construction,Mar '24,5,N,Mahindra Lifespace Developers Ltd.,1,3500000,35 Lac,Marble,520,Mahindra Happinest Kalyan,6731,400,Kalyan West,NA,Sq-ft,Power Of Attorney,Furnished,1,"1 Covered, 1 Open",South - East,"Garden/Park, Main Road",Resale,Apartment,Thane,1,14,F,Sq-ft,Y,1 BHK Flat,0,NA,1,NA,NA,NA
12541,Ready to Move,NA,6,N,Royal Builders and Developers,NA,20000000,2 Cr,NA,1115,Royal Residency,17937,NA,Kalyan West,NA,Sq-ft,NA,Semi-Furnished,3,2 Covered,NA,NA,Resale,Apartment,Thane,4,8,F,NA,Y,4 BHK Flat,0,NA,NA,NA,NA,NA
12540,Ready to Move,NA,9,N,TATA Housing Development Company Ltd.,0,7500000,75 Lac,Vitrified,1017,Tata Amantra,7375,NA,Kalyan West,NA,Sq-ft,Freehold,Unfurnished,2,NA,NA,Main Road,Resale,Apartment,Thane,2,15,F,NA,Y,2 BHK Flat,0,Less than 5 years,NA,Y,NA,NA
12539,Ready to Move,NA,Ground,N,NA,NA,5000000,50 Lac,Ceramic Tiles,750,NA,6667,NA,Kalyan West,East Facing Property,Sq-ft,NA,Furnished,2,1 Open,East,"Garden/Park, Main Road",Resale,Apartment,Thane,2,3,F,NA,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
12538,Ready to Move,NA,6,N,NA,NA,6500000,65 Lac,Vitrified,850,NA,7647,NA,Kalyan West,NA,Sq-ft,Co-operative Society,Semi-Furnished,2,NA,West,"Garden/Park, Main Road",Resale,Apartment,Thane,2,8,F,NA,Y,2 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
12537,Ready to Move,NA,6,N,Raunak Group,NA,4000000,40 Lac,NA,600,Raunak City 3,6667,480,Kalyan West,East Facing Property,Sq-ft,Freehold,Semi-Furnished,1,NA,East,"Main Road, Garden/Park, Pool",New Property,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,2,NA,NA,NA
12536,Ready to Move,NA,7,N,NA,NA,4800000,48 Lac,NA,663,NA,7240,450,Kalyan West,NA,Sq-ft,Freehold,Unfurnished,1,NA,NA,Garden/Park,Resale,Apartment,Kalyan,1,7,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,2,NA,NA,NA
12535,Ready to Move,NA,7,N,NA,NA,4700000,47 Lac,NA,750,Seasons Avenue Kalyan,6267,694,Kalyan West,NA,Sq-ft,Co-operative Society,Semi-Furnished,1,NA,North - West,Main Road,Resale,Apartment,Thane,1,7,F,Sq-ft,N,1 BHK Flat,0,5 to 10 years,2,NA,NA,NA
12534,Ready to Move,NA,4,N,Haware Engineers & Builders Pvt Ltd,NA,3600000,36 Lac,Vitrified,608,Haware Pinnacle,5921,466,Kalyan West,NA,Sq-ft,Freehold,Unfurnished,1,NA,West,"Garden/Park, Main Road",Resale,Apartment,Thane,1,4,F,Marla,Y,1 BHK Flat,0,Less than 5 years,1,NA,NA,NA
12533,Ready to Move,NA,1,N,Mahavir Builders,NA,5999999,60 Lac,NA,1175,Mahavir Heights,5106,1000,Kalyan West,NA,Sq-ft,NA,Unfurnished,2,NA,NA,NA,Resale,Apartment,Thane,2,5,F,Sq-ft,Y,2 BHK Flat,0,5 to 10 years,2,NA,NA,NA
12532,Ready to Move,NA,5,N,NA,NA,12500000,1.25 Cr,Marbonite,1240,NA,10081,NA,Rambaug Lane Number 4,East Facing Property,Sq-ft,Co-operative Society,Furnished,4,1 Covered,East,Garden/Park,Resale,Apartment,Thane,3,7,F,NA,Y,3 BHK Flat,0,10 to 15 years,4,NA,NA,NA
12531,Ready to Move,NA,15,N,Kohinoor Group,1,5499000,55 Lac,Vitrified,690,Kohinoor Majestic,7970,491,Kalyan West,East Facing Property,Sq-ft,Freehold,Unfurnished,2,1 Open,East,"Garden/Park, Main Road",Resale,Apartment,Thane,1,15,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,2,Y,NA,NA
12530,Ready to Move,NA,1,N,Haware Engineers & Builders Pvt Ltd,1,5000000,50 Lac,Vitrified,851,Haware Pinnacle,5875,548,Kalyan West,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,1 Open,East,"Garden/Park, Pool",Resale,Apartment,Thane,2,9,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,3,Y,NA,NA
12529,Ready to Move,NA,6,N,Aashapura Builders and Developers,NA,5200000,52 Lac,NA,960,Aashapura Crown City,5417,648,Kalyan West,East Facing Property,Sq-ft,Freehold,Unfurnished,2,NA,East,Garden/Park,Resale,Apartment,Thane,2,7,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,2,NA,NA,NA
12528,Ready to Move,NA,1,N,Innovative Buildcon,NA,13500000,1.35 Cr,NA,1300,Tycoons Residency,10385,1063,Kalyan West,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,North - East,NA,Resale,Apartment,Thane,3,7,F,Sq-ft,Y,3 BHK Flat,0,15 to 20 years,1,NA,NA,NA
12527,Ready to Move,NA,2,N,NA,NA,8500000,85 Lac,NA,1000,NA,8500,650,Kalyan West,NA,Sq-ft,NA,Unfurnished,2,NA,NA,Main Road,Resale,Apartment,Thane,2,7,F,Sq-ft,Y,2 BHK Flat,0,New Construction,2,NA,NA,NA
12526,Ready to Move,NA,2,N,Realty Builders,1,6000000,60 Lac,Vitrified,1200,Bajaj Prakriti Angan,5000,700,Kalyan West,NA,Sq-ft,Freehold,Semi-Furnished,2,5 Open,North - West,Main Road,Resale,Apartment,Thane,2,12,F,Sq-ft,Y,2 BHK Flat,0,5 to 10 years,1,Y,NA,NA
12525,Ready to Move,NA,2,N,Rutu Group,NA,7800000,78 Lac,NA,985,Rutu Riverside Estate,7918,638,Kalyan West,East Facing Property,Sq-ft,NA,Furnished,2,1 Open,East,NA,Resale,Builder Floor Apartment,Thane,2,10,F,Sq-ft,Y,2 BHK Flat,0,NA,3,NA,NA,NA
12524,Ready to Move,NA,13,N,TATA Housing Development Company Ltd.,1,5500000,55 Lac,Ceramic Tiles,927,Tata Amantra,5933,612,Kalyan West,NA,Sq-ft,Freehold,Unfurnished,1,NA,North - East,NA,Resale,Apartment,Thane,2,24,F,Sq-ft,Y,2 BHK Flat,0,5 to 10 years,1,NA,NA,NA
12523,Under Construction,Apr '23,5,Y,Honest Developers,45,3500000,35 Lac,Vitrified,650,Kalyan Nagari,5384,450,Kalyan West,NA,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,"Pool, Garden/Park, Main Road",New Property,Apartment,Thane,1,15,F,Sq-ft,Y,1 BHK Flat,0,NA,3,NA,NA,NA
12522,Under Construction,Dec '25,10,N,Tycoons Group,79,3900000,39 Lac,Vitrified,650,Tycoons Square,6000,450,Kalyan West,NA,Sq-ft,Freehold,Unfurnished,2,"1 Covered, 1 Open",East,"Pool, Garden/Park, Main Road",New Property,Apartment,Thane,1,23,F,Sq-ft,Y,1 BHK Flat,0,NA,3,NA,NA,NA
12521,Under Construction,Mar '25,19,N,NA,20,3673500,36.7 Lac,Ceramic Tiles,650,NA,5651,408,Kalyan West,NA,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,Main Road,New Property,Apartment,Thane,1,26,F,Sq-ft,Y,1 BHK Flat,0,NA,1,NA,NA,NA
12520,Under Construction,Dec '24,9,Y,Godrej Properties,NA,8820000,88.2 Lac,NA,875,Godrej Nirvaan,10080,675,Kalyan West,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,East,"Pool, Garden/Park",New Property,Apartment,Thane,2,26,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
12519,Under Construction,Mar '23,27,N,Tycoons Group,3,4569000,45.7 Lac,Vitrified,674,Tycoons Goldmine Avenue 1,6778,421,Kalyan West,NA,Sq-ft,Freehold,Unfurnished,2,1 Open,North - East,"Garden/Park, Main Road",New Property,Apartment,Thane,1,35,F,Sq-ft,Y,1 BHK Flat,0,NA,1,NA,NA,NA
12518,Ready to Move,NA,16,N,Raunak Group,2,3750000,37.5 Lac,Vitrified,630,Raunak City Sector 4,5952,405,Kalyan West,NA,Sq-ft,Freehold,Semi-Furnished,1,1 Open,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Thane,1,24,F,Sq-ft,Y,1 BHK Flat,0,New Construction,3,NA,NA,NA
12517,Ready to Move,NA,5,N,NA,0,5800000,58 Lac,Vitrified,970,NA,5979,670,Kalyan West,NA,Sq-ft,Freehold,Semi-Furnished,2,1 Open,East,Main Road,Resale,Apartment,Thane,2,9,F,Sq-ft,Y,2 BHK Flat,0,5 to 10 years,2,NA,NA,NA
12516,Ready to Move,NA,2,N,NA,0,4600000,46 Lac,Vitrified,600,NA,7666,425,Kalyan West,NA,Sq-ft,Freehold,Semi-Furnished,1,1 Open,East,Main Road,New Property,Apartment,Thane,1,7,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,2,NA,NA,NA
