ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Units Available,Price,Price (English),Flooring Type,Covered Area,Project Name,sqft Price ,Carpet Area,Area Name,Property Uniqueness,Unit of Carpet Area,Ownership Type,furnished Type,Bathroom,Parking,Facing,Amenities Facing,Transaction Type,Type of Property,City,bedroom,floors,Luxury Flat,Carpet Area Unit,isPrimeLocationProperty,Property,isLuxuryServiceProvided,Property Lifespan,balconies,NRI Pref,Land Area / Covered Area,Land Area Unit
2908,Under Construction,Dec '25,29,N,Lodha,2,53500000,5.35 Cr,"Granite,Marble,Marbonite,Wooden",1111,Lodha Bellevue,48154,1111,Mahalaxmi Race Course,"Near Jacob Circle, Next to RaheJa Vivaria Mahalaxmi",Sq-ft,Freehold,Semi-Furnished,3,2 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,2,NA,NA,NA
2907,Under Construction,Dec '26,30,N,Lodha,2,79765000,7.97 Cr,"Granite,Marble,Marbonite,Vitrified,Wooden",1603,Lodha Bellevue,49759,1603,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,4,3 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,4,56,F,Sq-ft,Y,4 BHK Flat,0,NA,3,NA,NA,NA
2906,Under Construction,Dec '24,26,N,Piramal Realty,2,95000000,9.50 Cr,Marble,1870,Piramal Mahalaxmi,50802,1870,Mahalaxmi Race Course,NA,Sq-ft,Co-operative Society,Semi-Furnished,5,3 Covered,West,"Garden/Park, Pool",New Property,Apartment,Mumbai,4,72,F,Sq-ft,Y,4 BHK Flat,0,NA,1,Y,NA,NA
2905,Under Construction,Jun '26,36,N,Lodha,25,88500000,8.85 Cr,Marble,2200,Lodha Bellevue,40227,1960,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,4,3 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,4,56,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
2904,Under Construction,Dec '25,30,Y,NA,NA,55600000,5.56 Cr,Vitrified,1300,NA,42769,1245,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,3,1 Open,East,"Pool, Garden/Park, Main Road",New Property,Apartment,Mumbai,3,45,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2903,Under Construction,Jun '26,20,N,Lodha,30,49600000,4.96 Cr,Marble,1750,Lodha Bellevue,28343,1111,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,3,2 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2902,Under Construction,Dec '26,45,Y,Lodha,8,72300000,7.23 Cr,Vitrified,NA,Lodha Bellevue,NA,1600,Mahalaxmi Race Course,"Near mahalaxmi race course, Mahalaxmi",NA,Freehold,Unfurnished,4,2 Covered,West,"Garden/Park, Main Road",New Property,Apartment,Mumbai,4,54,F,Sq-ft,Y,4 BHK Flat,0,NA,2,NA,NA,NA
2901,Under Construction,Jun '26,30,N,Lodha,25,72600000,7.26 Cr,Marble,2076,Lodha Bellevue,34971,1603,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,4,3 Covered,West,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,4,56,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
2900,Ready to Move,NA,25,Y,NA,4,70000000,7 Cr,"Marble,Wooden",2000,NA,35000,1500,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,5,3 Covered,North - East,"Garden/Park, Pool",New Property,Apartment,Mumbai,4,45,F,NA,Y,4 BHK Flat,0,New Construction,2,NA,NA,NA
2899,Under Construction,Dec '25,21,N,Lodha,2,44900000,4.49 Cr,"Granite,Marble,Marbonite,Wooden",877,Lodha Bellevue,51197,877,Mahalaxmi Race Course,"Near Jacob Circle, Next to RaheJa Vivaria Mahalaxmi",Sq-ft,Freehold,Semi-Furnished,3,2 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,2,NA,NA,NA
2898,Under Construction,Mar '25,35,Y,Piramal Realty,2,61000000,6.10 Cr,Marble,1680,Piramal Mahalaxmi,36309,1290,Mahalaxmi Race Course,NA,Sq-ft,Co-operative Society,Furnished,4,2 Covered,West,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,72,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2897,Under Construction,Mar '25,32,Y,Piramal Realty,6,68000000,6.80 Cr,"Ceramic Tiles,Granite,Marble,Marbonite,Vitrified,Wooden",2000,Piramal Mahalaxmi,34000,1450,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Unfurnished,3,"2 Covered, 1 Open",East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,48,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2896,Under Construction,Jun '24,20,N,Piramal Realty,20,79000000,7.90 Cr,Marble,1800,Piramal Mahalaxmi,43889,1380,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,3,2 Covered,West,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,51,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2895,Under Construction,Nov '23,25,N,Piramal Realty,0,57000000,5.70 Cr,Vitrified,1150,Piramal Mahalaxmi,49565,750,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,2,1 Covered,North,Main Road,New Property,Apartment,Mumbai,2,75,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
2894,Under Construction,Dec '23,59,Y,NA,50,121000000,12.10 Cr,Vitrified,2019,NA,59930,2019,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,4,3 Covered,East,Garden/Park,New Property,Apartment,Mumbai,4,91,F,Sq-ft,Y,4 BHK Flat,0,NA,NA,NA,NA,NA
2893,Under Construction,Dec '25,17,N,Lodha,2,44500000,4.45 Cr,"Granite,Marble,Marbonite,Wooden",877,Lodha Bellevue,50741,877,Mahalaxmi Race Course,"Near Jacob Circle, Next to RaheJa Vivaria Mahalaxmi",Sq-ft,Freehold,Semi-Furnished,3,2 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,2,NA,NA,NA
2892,Ready to Move,Oct '22,64,N,Lokhandwala Infrastructure,4,160000000,16 Cr,Marble,3200,Lokhandwala Minerva,50000,3200,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Semi-Furnished,5,3 Covered,East,"Garden/Park, Main Road",New Property,Apartment,Mumbai,4,90,F,Sq-ft,Y,4 BHK Flat,0,NA,4,NA,NA,NA
2891,Under Construction,Jun '24,38,Y,Piramal Realty,4,65000000,6.50 Cr,"Ceramic Tiles,Granite,Marble,Marbonite,Normal Tiles/Kotah Stone,Vitrified,Wooden",1680,Piramal Mahalaxmi,38690,1140,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Unfurnished,3,"2 Covered, 1 Open",East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,48,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2890,Ready to Move,NA,23,N,NA,NA,65000000,6.50 Cr,Vitrified,2394,NA,27151,NA,Mahalaxmi Race Course,NA,Sq-ft,Co-operative Society,Unfurnished,4,NA,NA,"Garden/Park, Pool",Resale,Apartment,Mumbai,3,47,F,NA,Y,3 BHK Flat,0,10 to 15 years,3,NA,NA,NA
2889,Under Construction,Jun '25,30,N,Piramal Realty,20,69100000,6.91 Cr,Marble,1300,Piramal Mahalaxmi,53154,1138,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,3,2 Covered,West,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,51,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2888,Under Construction,Nov '23,63,N,NA,2,99000000,9.90 Cr,"Vitrified,Wooden",3600,NA,27500,2136,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,5,4 Covered,West,"Garden/Park, Pool",Resale,Apartment,Mumbai,4,75,F,Sq-ft,Y,4 BHK Flat,0,NA,3,NA,NA,NA
2887,Under Construction,Jul '25,52,N,Lodha,23,39900000,3.99 Cr,Marble,877,Lodha Bellevue,45496,876,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,1 Covered,East,Garden/Park,New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2886,Under Construction,Mar '23,42,N,Piramal Realty,NA,118600000,11.86 Cr,Vitrified,2350,Piramal Mahalaxmi,50468,1850,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,4,2 Covered,North,Main Road,New Property,Apartment,Mumbai,4,88,F,Sq-ft,Y,4 BHK Flat,0,NA,NA,NA,NA,NA
2885,Under Construction,Dec '23,55,Y,NA,50,123500000,12.35 Cr,Vitrified,2058,NA,60009,2058,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,4,2 Covered,East,Garden/Park,New Property,Apartment,Mumbai,4,91,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
2884,Under Construction,Dec '23,50,N,NA,12,131800000,13.18 Cr,Vitrified,2058,NA,64042,2058,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Semi-Furnished,4,2 Covered,East,Garden/Park,New Property,Apartment,Mumbai,4,91,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
2883,Under Construction,Dec '25,29,N,Lodha,2,53500000,5.35 Cr,"Granite,Marble,Marbonite,Wooden",1111,Lodha Bellevue,48154,1111,Mahalaxmi Race Course,"Near Jacob Circle, Next to RaheJa Vivaria Mahalaxmi",Sq-ft,Freehold,Semi-Furnished,3,2 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,2,NA,NA,NA
2882,Under Construction,Dec '26,30,N,Lodha,2,79765000,7.97 Cr,"Granite,Marble,Marbonite,Vitrified,Wooden",1603,Lodha Bellevue,49759,1603,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,4,3 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,4,56,F,Sq-ft,Y,4 BHK Flat,0,NA,3,NA,NA,NA
2881,Under Construction,Dec '24,26,N,Piramal Realty,2,95000000,9.50 Cr,Marble,1870,Piramal Mahalaxmi,50802,1870,Mahalaxmi Race Course,NA,Sq-ft,Co-operative Society,Semi-Furnished,5,3 Covered,West,"Garden/Park, Pool",New Property,Apartment,Mumbai,4,72,F,Sq-ft,Y,4 BHK Flat,0,NA,1,Y,NA,NA
2880,Ready to Move,NA,38,Y,Godrej Properties,1,54000000,5.40 Cr,"Ceramic Tiles,Granite,Marble,Marbonite,Mosaic",1366,Planet Godrej,39531,1050,Mahalaxmi Race Course,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,2,2 Covered,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Mumbai,2,55,F,Sq-ft,Y,2 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
2879,Under Construction,Jun '23,63,Y,Lokhandwala Infrastructure,12,130000000,13 Cr,"Ceramic Tiles,Granite,Marbonite,Normal Tiles/Kotah Stone,Vitrified",2550,Lokhandwala Minerva,50980,1850,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,5,"2 Covered, 1 Open",East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,91,F,Sq-ft,Y,3 BHK Flat,0,NA,3,NA,NA,NA
2878,Under Construction,Jun '23,26,N,NA,NA,34990000,3.49 Cr,"Mosaic,Vitrified,Wooden,Ceramic Tiles,Marble,Normal Tiles/Kotah Stone,Granite,Marbonite",1050,NA,33323,760,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Mumbai,2,60,F,Sq-ft,Y,2 BHK Flat,0,NA,1,NA,NA,NA
2877,Ready to Move,NA,5,N,Lodha,0,100000000,10 Cr,Ceramic Tiles,3001,Lodha Bellissimo,33322,NA,Mahalaxmi Race Course,NA,Sq-ft,Co-operative Society,Unfurnished,5,NA,NA,"Garden/Park, Pool",Resale,Apartment,Mumbai,4,45,F,NA,Y,4 BHK Flat,0,5 to 10 years,3,NA,NA,NA
2876,Ready to Move,NA,22,N,K Raheja Corp,4,160000000,16 Cr,Marble,3000,Raheja Vivarea,53333,2200,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,3,2 Covered,West,"Garden/Park, Pool, Main Road",Resale,Apartment,Mumbai,3,45,F,Sq-ft,Y,3 BHK Flat,0,New Construction,2,NA,NA,NA
2875,Ready to Move,NA,Upper Basement,N,NA,0,14500000,1.45 Cr,Normal Tiles/Kotah Stone,500,NA,29000,410,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,Main Road,Resale,Apartment,Mumbai,1,23,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
2874,Under Construction,Nov '23,63,N,NA,2,88800000,8.88 Cr,"Vitrified,Wooden",3600,NA,24666,2136,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,5,5 Covered,West,"Garden/Park, Pool",Resale,Apartment,Mumbai,4,75,F,Sq-ft,Y,4 BHK Flat,0,NA,3,NA,NA,NA
2873,Under Construction,Dec '26,27,N,Lodha,30,55000000,5.50 Cr,Marble,1111,Lodha Bellevue,49504,NA,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Furnished,3,2 Open,East,Garden/Park,New Property,Apartment,Mumbai,3,56,F,NA,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2872,Under Construction,Jun '24,Lower Basement,N,Piramal Realty,NA,45000000,4.50 Cr,"Ceramic Tiles,Granite,Mosaic,Wooden",960,Piramal Mahalaxmi,46875,800,Mahalaxmi Race Course,NA,Sq-ft,Co-operative Society,Furnished,2,1 Covered,NA,"Garden/Park, Pool",New Property,Residential House,Mumbai,2,10,F,Sq-ft,Y,NA,0,NA,2,NA,NA,NA
2871,Ready to Move,NA,16,Y,K Raheja Corp,2,160000000,16 Cr,"Ceramic Tiles,Granite,Marble,Marbonite,Vitrified,Wooden",2710,Raheja Vivarea,59040,1750,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,4,2 Covered,East,"Garden/Park, Pool, Main Road",Resale,Apartment,Mumbai,3,50,F,Sq-ft,Y,3 BHK Flat,0,5 to 10 years,1,NA,NA,NA
2870,Under Construction,Jan '25,32,N,Piramal Realty,20,80000000,8 Cr,Marble,1800,Piramal Mahalaxmi,44444,1290,Mahalaxmi Race Course,Near to mono rail sant gadge maharaj and mahalakshmi railway station.,Sq-ft,Leasehold,Unfurnished,3,2 Open,East,Pool,New Property,Apartment,Mumbai,3,45,F,Sq-ft,Y,3 BHK Flat,0,NA,3,NA,NA,NA
2869,Under Construction,Jan '24,36,Y,Piramal Realty,3,47000000,4.70 Cr,Marble,1250,Piramal Mahalaxmi,37600,851,Mahalaxmi Race Course,Near Mahalaxmi Race Course,Sq-ft,Freehold,Semi-Furnished,2,1 Covered,West,Garden/Park,Resale,Apartment,Mumbai,2,63,F,NA,Y,2 BHK Flat,0,NA,1,NA,NA,NA
2868,Under Construction,Dec '24,25,N,Piramal Realty,0,59000000,5.90 Cr,Marble,2000,Piramal Mahalaxmi,29500,1282,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,3,2 Covered,West,"Garden/Park, Pool",Resale,Apartment,Mumbai,3,54,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2867,Under Construction,Jun '24,42,Y,Piramal Realty,NA,39000000,3.90 Cr,"Marble,Wooden",NA,Piramal Mahalaxmi,50000,764,Mahalaxmi Race Course,NA,NA,Leasehold,Semi-Furnished,3,1 Covered,West,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,2,48,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
2866,Under Construction,Dec '24,35,Y,Piramal Realty,1,38800000,3.88 Cr,Vitrified,830,Piramal Mahalaxmi,46746,762,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,1 Covered,East,"Garden/Park, Main Road",New Property,Apartment,Mumbai,2,67,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
2865,Under Construction,Dec '26,30,N,Lodha,40,70000000,7 Cr,"Marble,Wooden",1603,Lodha Bellevue,43668,1603,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,4,3 Covered,West,NA,New Property,Apartment,Mumbai,4,56,F,Sq-ft,Y,4 BHK Flat,0,NA,NA,NA,NA,NA
2864,Ready to Move,NA,33,Y,K Raheja Corp,NA,160000000,16 Cr,Marble,2106,Raheja Vivarea,75973,1450,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Unfurnished,4,2 Covered,East,Garden/Park,Resale,Apartment,Mumbai,3,46,F,Sq-ft,Y,3 BHK Flat,0,Less than 5 years,3,NA,NA,NA
2863,Under Construction,Sep '26,15,N,Lodha,20,39600000,3.96 Cr,"Ceramic Tiles,Granite,Marble,Vitrified",1252,Lodha Bellevue,35643,876,Mahalaxmi Race Course,NA,Sq-ft,Co-operative Society,Semi-Furnished,3,2 Covered,West,"Garden/Park, Pool",New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,3,NA,NA,NA
2862,Under Construction,Mar '24,55,N,NA,10,70000000,7 Cr,"Mosaic,Vitrified,Wooden,Marble,Normal Tiles/Kotah Stone,Granite,Marbonite",1355,NA,51661,1048,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Unfurnished,3,NA,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,63,F,Sq-ft,Y,3 BHK Flat,0,New Construction,2,NA,NA,NA
2861,Under Construction,Jan '24,60,N,NA,20,45800000,4.58 Cr,"Mosaic,Vitrified,Wooden,Ceramic Tiles,Marble,Normal Tiles/Kotah Stone,Granite,Marbonite",1200,NA,38167,784,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Unfurnished,3,NA,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,2,68,F,Sq-ft,Y,2 BHK Flat,0,New Construction,NA,NA,NA,NA
2860,Under Construction,Sep '26,15,N,NA,20,72600000,7.26 Cr,"Vitrified,Ceramic Tiles,Marble,Granite",2292,NA,31675,1603,Mahalaxmi Race Course,East Facing Property,Sq-ft,Co-operative Society,Unfurnished,3,1 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,4,56,F,Sq-ft,Y,4 BHK Flat,0,NA,3,NA,NA,NA
2859,Under Construction,Jul '25,52,N,Lodha,17,55000000,5.50 Cr,Marble,1100,Lodha Bellevue,62713,1111,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Semi-Furnished,3,2 Covered,East,NA,New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2858,Under Construction,May '25,52,N,Lodha,17,62500000,6.25 Cr,Marble,1605,Lodha Bellevue,38941,1602,Mahalaxmi Race Course,Near to Mahalaxmi Race Course.,Sq-ft,Freehold,Semi-Furnished,4,3 Covered,North - East,NA,New Property,Apartment,Mumbai,4,56,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
2857,Under Construction,Dec '26,19,N,Piramal Realty,100,39899448,3.98 Cr,Marbonite,1041,Piramal Mahalaxmi,38328,744,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,1 Covered,East,"Garden/Park, Main Road",New Property,Apartment,Mumbai,2,75,F,Sq-ft,Y,2 BHK Flat,0,NA,1,NA,NA,NA
2856,Under Construction,Dec '25,25,Y,Piramal Realty,10,85000000,8.50 Cr,Vitrified,1800,Piramal Mahalaxmi,47222,1400,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,4,3 Covered,East,"Garden/Park, Main Road",New Property,Apartment,Mumbai,4,45,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
2855,Under Construction,Mar '23,34,N,Piramal Realty,0,70000000,7 Cr,Vitrified,1805,Piramal Mahalaxmi,38781,1450,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,3,2 Covered,North,Main Road,New Property,Apartment,Mumbai,3,88,F,Sq-ft,Y,3 BHK Flat,0,NA,NA,NA,NA,NA
2854,Under Construction,Jun '26,31,N,Lodha,9,89000000,8.90 Cr,Vitrified,1960,Lodha Bellevue,45408,1960,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,5,3 Covered,North - East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,4,56,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
2853,Under Construction,Dec '23,60,Y,NA,50,130000000,13 Cr,Vitrified,2136,NA,64388,2136,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,4,3 Covered,East,Garden/Park,New Property,Apartment,Mumbai,4,91,F,Sq-ft,Y,4 BHK Flat,0,NA,NA,NA,NA,NA
2852,Under Construction,Dec '23,52,N,NA,12,136700000,13.67 Cr,Vitrified,2136,NA,63998,2136,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Semi-Furnished,4,3 Covered,East,Garden/Park,New Property,Apartment,Mumbai,4,91,F,Sq-ft,Y,4 BHK Flat,0,NA,NA,NA,NA,NA
2851,Under Construction,Dec '23,45,N,NA,12,130000000,13 Cr,Vitrified,2019,NA,64388,2019,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Semi-Furnished,4,3 Covered,East,Garden/Park,New Property,Apartment,Mumbai,4,91,F,Sq-ft,Y,4 BHK Flat,0,NA,NA,NA,NA,NA
2850,Under Construction,Dec '25,37,N,Lodha,2,54700000,5.47 Cr,"Granite,Marble,Marbonite,Wooden",1111,Lodha Bellevue,49234,1111,Mahalaxmi Race Course,"Near Jacob Circle, Next to RaheJa Vivaria Mahalaxmi",Sq-ft,Freehold,Semi-Furnished,3,2 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,2,NA,NA,NA
2849,Under Construction,Dec '26,11,N,Lodha,2,77165000,7.71 Cr,"Granite,Marble,Marbonite,Vitrified,Wooden",1603,Lodha Bellevue,48137,1603,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,4,3 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,4,56,F,Sq-ft,Y,4 BHK Flat,0,NA,3,NA,NA,NA
2848,Under Construction,Dec '26,3,N,Lodha,200,51500000,5.15 Cr,Marble,1111,Lodha Bellevue,46354,1111,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,3,2 Covered,North - East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,55,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2847,Under Construction,Jan '24,54,Y,Piramal Realty,3,43000000,4.30 Cr,Marble,1250,Piramal Mahalaxmi,34400,851,Mahalaxmi Race Course,Opp Mahalaxmi Race Course & Dhobi Ghat,Sq-ft,Freehold,Semi-Furnished,2,1 Covered,West,"Garden/Park, Pool",New Property,Apartment,Mumbai,2,63,F,Sq-ft,Y,2 BHK Flat,0,NA,1,NA,NA,NA
2846,Under Construction,Mar '25,30,N,Piramal Realty,NA,34000000,3.40 Cr,Marble,762,Piramal Mahalaxmi,35789,762,Mahalaxmi Race Course,East Facing Property,Sq-ft,Co-operative Society,Furnished,2,1 Covered,East,"Pool, Garden/Park, Main Road",New Property,Apartment,Mumbai,2,73,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,Y,NA,NA
2845,Ready to Move,NA,6,N,NA,1,9500000,95 Lac,Marbonite,330,NA,28788,225,Lower Parel West,NA,Sq-ft,Co-operative Society,Furnished,1,50 Open,NA,Main Road,Resale,Apartment,Mumbai,1,7,F,Sq-ft,Y,1 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
2844,Ready to Move,NA,13,Y,NA,NA,12500000,1.25 Cr,NA,550,NA,22727,365,Lower Parel West,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Mumbai,1,21,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
2843,Ready to Move,NA,15,Y,NA,4,60000000,6 Cr,Marble,1800,NA,33333,1300,Lower Parel West,NA,Sq-ft,Freehold,Semi-Furnished,4,2 Covered,South -West,Main Road,Resale,Apartment,Mumbai,3,36,F,Sq-ft,Y,3 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
2842,Ready to Move,NA,NA,Y,NA,1,50500000,5.05 Cr,NA,824,NA,61286,NA,Lower Parel West,NA,Sq-ft,Freehold,Furnished,2,1 Covered,NA,NA,Resale,Apartment,Mumbai,2,NA,F,NA,Y,2 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
2841,Under Construction,Dec '23,8,Y,NA,15,14600000,1.46 Cr,Vitrified,731,NA,19972,457,Lower Parel West,East Facing Property,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,Main Road,New Property,Apartment,Mumbai,1,22,F,Sq-ft,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
2840,Under Construction,Dec '24,25,Y,NA,10,55700000,5.57 Cr,Ceramic Tiles,1200,NA,46416,967,Lower Parel West,NA,Sq-ft,Co-operative Society,Unfurnished,2,1 Open,South - East,Main Road,New Property,Apartment,Mumbai,2,67,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
2839,Ready to Move,NA,18,N,Millennium Group,0,65000000,6.50 Cr,Vitrified,1950,Phoenix Towers,33333,1415,Lower Parel West,NA,Sq-ft,Freehold,Semi-Furnished,3,2 Covered,North,Garden/Park,Resale,Apartment,Mumbai,3,31,F,Sq-ft,Y,3 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
2838,Under Construction,Apr '23,12,N,NA,4,57300000,5.73 Cr,Marble,NA,NA,25231,1360,Lower Parel West,NA,NA,Freehold,Semi-Furnished,3,1 Covered,North - East,"Garden/Park, Pool",New Property,Apartment,Mumbai,3,33,F,Sq-ft,Y,3 BHK Flat,0,NA,2,Y,NA,NA
2837,Under Construction,Dec '23,10,Y,NA,0,24300000,2.43 Cr,Marble,847,NA,28689,647,Lower Parel West,NA,Sq-ft,Co-operative Society,Furnished,2,1 Covered,North - East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,2,22,F,Sq-ft,Y,2 BHK Flat,0,NA,1,NA,NA,NA
2836,Ready to Move,NA,21,N,Millennium Group,0,46000000,4.60 Cr,Vitrified,1450,Phoenix Towers,31724,950,Lower Parel West,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,1 Covered,East,Garden/Park,Resale,Apartment,Mumbai,2,31,F,Sq-ft,Y,2 BHK Flat,0,15 to 20 years,NA,NA,NA,NA
